id,data,ulica_1,ulica_2,sygnalizacja,rodzaj_zdarzenia,warunki_oswietleniowe,warunki_pogodowe,rodzaj_drogi,ograniczenie_predkosci [km/h],typ_nawierzchni,stan_nawierzchni,oznakowanie_poziome,rodzaj_skrzyzowania,teren_zabudowany,skrzyzowanie,teren_zabudowany_bin,nawierzchnia_twarda_bin,znaki_poziome_bin,wykroczenie,id_skrzyzowania
120482822,2022-04-22,IDZIKOWSKIEGO,WITOSA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprzestrzeganie znaków i innych sygnałów,8
120513192,2022-05-13,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
120533711,2022-05-23,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
121023485,2022-07-26,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
121154639,2022-07-30,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,8
121605024,2022-08-07,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Noc - droga nieoświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
121751488,2022-08-20,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
121754334,2022-08-22,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
121846446,2022-07-30,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,8
121857494,2022-10-06,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
122496555,2022-10-22,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124350546,2022-12-18,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieokreślone,8
124655559,2023-02-03,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124694687,2023-02-17,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124716502,2023-02-23,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124717562,2023-02-24,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
124851644,2023-03-02,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124874182,2023-03-04,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124979603,2023-03-16,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
124980260,2023-03-17,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125455538,2023-04-14,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125488202,2023-05-16,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,8
125511602,2023-05-25,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
125525195,2023-06-03,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125648891,2023-08-13,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niedostosowanie prędkości do warunków ruchu,8
125731047,2023-10-06,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125739984,2023-10-11,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125776117,2023-11-02,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125788322,2023-11-09,IDZIKOWSKIEGO,WITOSA,nie działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,8
125815574,2023-11-29,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125815965,2023-11-30,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125820791,2023-12-04,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125832275,2023-12-07,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125854927,2023-12-28,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125955743,2024-02-28,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprzestrzeganie znaków i innych sygnałów,8
125969771,2024-03-10,IDZIKOWSKIEGO,WITOSA,działa,Najechanie na barierę ochronną,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieokreślone,8
125970780,2024-03-02,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125986287,2024-03-19,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125993582,2024-03-22,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
125997744,2024-03-27,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
126030723,2024-04-20,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126033447,2024-04-23,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
126273218,2024-07-29,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126291241,2024-08-12,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126322047,2024-09-09,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126323693,2024-09-10,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Inne przyczyny,8
126329942,2024-09-16,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,8
126721596,2024-11-15,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe omijanie,8
126723802,2024-11-18,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126752918,2024-12-09,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126759595,2024-12-15,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,8
126768908,2024-12-19,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126808423,2025-01-23,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126872828,2025-03-18,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126967616,2025-05-27,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126988565,2025-06-03,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
126991009,2025-06-06,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,8
127006374,2025-06-18,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
127074917,2025-08-08,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
127088711,2025-08-20,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe skręcanie,8
127110460,2025-09-08,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
127128114,2025-09-22,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
127181723,2025-10-27,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
106667204,2018-01-10,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
106681882,2018-01-18,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niedostosowanie prędkości do warunków ruchu,8
106688914,2018-01-22,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Oślepiające słońce,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niedostosowanie prędkości do warunków ruchu,8
106696848,2018-01-25,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,8
106708271,2018-02-01,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
106722170,2018-02-08,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,8
106731985,2018-02-12,IDZIKOWSKIEGO,WITOSA,działa,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/60,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,IDZIKOWSKIEGO / WITOSA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,8
