id,data,ulica_1,ulica_2,sygnalizacja,rodzaj_zdarzenia,warunki_oswietleniowe,warunki_pogodowe,rodzaj_drogi,ograniczenie_predkosci [km/h],typ_nawierzchni,stan_nawierzchni,oznakowanie_poziome,rodzaj_skrzyzowania,teren_zabudowany,skrzyzowanie,teren_zabudowany_bin,nawierzchnia_twarda_bin,znaki_poziome_bin,wykroczenie,id_skrzyzowania
108186989,2019-09-27,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
108495537,2019-12-17,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,6
108745922,2020-03-06,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów tylne,"Świt, zmrok",Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,6
109081791,2020-05-26,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,6
109093065,2020-05-21,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,6
109169477,2020-06-16,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
109834810,2021-01-26,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,6
110422908,2021-08-20,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe skręcanie,6
111718840,2021-10-12,GRÓJECKA,KOPIŃSKA,działa,Najechanie na pieszego,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
113560937,2021-11-27,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
116524070,2021-12-13,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,6
120471594,2022-04-14,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,6
125097688,2023-04-07,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
125602197,2023-07-14,GRÓJECKA,KOPIŃSKA,działa,Zdarzenie z pasażerem,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Gwałtowne hamowanie,6
125802121,2023-11-18,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,6
125949578,2024-02-24,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
126039804,2024-04-26,GRÓJECKA,KOPIŃSKA,działa,Najechanie na pieszego,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Wejście na jezdnię przy czerwonym świetle,6
126328413,2024-09-14,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu,6
126718754,2024-11-19,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,6
126858385,2025-03-07,GRÓJECKA,KOPIŃSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Inne przyczyny,6
127144796,2025-10-05,GRÓJECKA,KOPIŃSKA,nie działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GRÓJECKA / KOPIŃSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,6
106786053,2018-03-08,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
106885859,2018-04-13,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe skręcanie,17
106966394,2018-05-25,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
107229957,2018-08-26,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
107302570,2018-09-21,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
107376486,2018-10-14,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
107440982,2018-11-14,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
107936182,2019-05-20,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
107937272,2019-04-04,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,17
108000875,2019-06-21,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
108022275,2019-07-03,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
108058275,2019-07-24,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
108109603,2019-08-20,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,17
108206945,2019-10-04,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
108362043,2019-11-23,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
108591098,2020-01-23,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
108745172,2020-03-06,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
108752232,2020-03-11,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
108989974,2020-05-05,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
109047919,2020-05-18,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
109106561,2020-06-02,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Oślepiające słońce,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
109379813,2020-09-02,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
109456131,2020-10-12,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
109473293,2020-10-17,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,17
109507875,2020-11-04,PROSTA,ŻELAZNA,nie działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
110168588,2021-05-06,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
110182311,2021-05-14,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
110440962,2021-07-21,PROSTA,ŻELAZNA,działa,Zdarzenie z pasażerem,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
113001485,2021-10-28,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe Zawracanie,17
113023074,2021-10-29,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
113060266,2021-10-31,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
120466064,2022-04-12,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,"Dziury, wyboje",Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
120508480,2022-05-11,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,17
120540412,2022-05-18,PROSTA,ŻELAZNA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów,17
120858921,2022-07-05,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
120872634,2022-06-29,PROSTA,ŻELAZNA,działa,Najechanie na pojazd unieruchomiony,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe omijanie,17
124320655,2022-12-18,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,"Opady śniegu, gradu",Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
124374602,2023-01-08,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
124629046,2023-01-23,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niestosowanie się do sygnalizacji świetlnej,17
124655515,2023-02-02,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
124665029,2023-02-04,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
124992006,2023-03-18,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
125010694,2023-03-21,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
125453356,2023-04-21,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieprawidłowe zmienianie pasa ruchu,17
125457567,2023-04-24,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
125495145,2023-05-17,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
125677176,2023-08-31,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
125724090,2023-10-02,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
125750021,2023-10-06,PROSTA,ŻELAZNA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Inne przyczyny,17
125880860,2024-01-12,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
125881993,2023-12-07,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
125923155,2024-02-03,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Nieustąpienie pierwszeństwa przejazdu,17
126026371,2024-04-16,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niedostosowanie prędkości do warunków ruchu,17
126047350,2024-05-02,PROSTA,ŻELAZNA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,PROSTA / ŻELAZNA,1,1,1,Niezachowanie bezp. odleg. między pojazdami,17
