id,data,ulica_1,ulica_2,sygnalizacja,rodzaj_zdarzenia,warunki_oswietleniowe,warunki_pogodowe,rodzaj_drogi,ograniczenie_predkosci [km/h],typ_nawierzchni,stan_nawierzchni,oznakowanie_poziome,rodzaj_skrzyzowania,teren_zabudowany,skrzyzowanie,teren_zabudowany_bin,nawierzchnia_twarda_bin,znaki_poziome_bin,wykroczenie
109393530,2020-09-08,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109433438,2020-09-29,STRAŻACKA,ŻOŁNIERSKA,brak,"Najechanie na słup, znak",Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
109461981,2020-10-13,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109870476,2021-02-04,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109941294,2021-02-21,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe skręcanie
110121259,2021-04-11,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110407932,2021-08-14,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
111689107,2021-10-06,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
112456839,2021-10-22,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów
113816040,2021-12-02,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
114643819,2021-12-09,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
118329818,2022-01-14,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120317245,2022-02-06,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe skręcanie
120444206,2022-03-26,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120529804,2022-05-22,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120532441,2022-05-22,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120608385,2022-05-31,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120821919,2022-06-20,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120835672,2022-06-10,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120841335,2022-06-27,STRAŻACKA,ŻOŁNIERSKA,brak,Najechanie na pojazd unieruchomiony,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
121160503,2022-07-31,STRAŻACKA,ŻOŁNIERSKA,brak,Inne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
121753249,2022-08-24,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
123748958,2022-11-05,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
124242188,2022-11-28,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
124260987,2022-12-04,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,"Świt, zmrok",Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
124629640,2023-01-23,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125240831,2023-04-14,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125416464,2023-04-18,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125478557,2023-05-11,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe omijanie
125490140,2023-05-15,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe omijanie
125506372,2023-05-25,STRAŻACKA,ŻOŁNIERSKA,brak,Najechanie na zwierzę,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieokreślone
125673542,2023-08-30,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
125682240,2023-09-03,STRAŻACKA,ŻOŁNIERSKA,brak,Najechanie na barierę ochronną,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
125722364,2023-09-30,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
125741156,2023-10-13,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów
125859145,2023-12-27,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125933658,2024-02-11,STRAŻACKA,ŻOŁNIERSKA,brak,"Najechanie na słup, znak",Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
125963035,2024-03-07,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Oślepiające słońce,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126169090,2024-05-31,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126191361,2024-06-14,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126261515,2024-07-20,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126303788,2024-08-25,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126335020,2024-09-19,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
126731443,2024-11-22,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Noc - droga oświetlona,Silny wiatr,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
126736558,2024-11-27,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126779332,2024-12-30,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126809913,2025-01-25,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
126816374,2025-01-29,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe wymijanie
126846383,2025-02-24,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126852574,2025-03-01,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
126909633,2025-04-13,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126920563,2025-04-15,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe wyprzedzanie
126926473,2025-04-27,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126941209,2025-05-10,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
127016376,2025-06-26,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe omijanie
127021875,2025-06-30,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe cofanie
127050983,2025-07-24,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
127179080,2025-10-27,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109578829,2020-12-01,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110093145,2021-03-31,STRAŻACKA,ŻOŁNIERSKA,brak,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe/Jednojezdniowa dwukierunkowa,50/90,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,STRAŻACKA / ŻOŁNIERSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106680960,2018-01-18,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106699318,2018-01-27,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106703274,2018-01-29,ALEJA WILANOWSKA,PUŁAWSKA,działa,Inne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
106773567,2018-03-02,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106786841,2018-03-09,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe skręcanie
106790321,2018-03-11,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Inne przyczyny
106807046,2018-03-20,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106814835,2018-03-26,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106875769,2018-04-09,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106912569,2018-04-27,ALEJA WILANOWSKA,PUŁAWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,ALEJA WILANOWSKA / PUŁAWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
