id,data,ulica_1,ulica_2,sygnalizacja,rodzaj_zdarzenia,warunki_oswietleniowe,warunki_pogodowe,rodzaj_drogi,ograniczenie_predkosci [km/h],typ_nawierzchni,stan_nawierzchni,oznakowanie_poziome,rodzaj_skrzyzowania,teren_zabudowany,skrzyzowanie,teren_zabudowany_bin,nawierzchnia_twarda_bin,znaki_poziome_bin,wykroczenie
106656750,2018-01-04,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
106661795,2018-01-07,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
106670227,2018-01-11,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
106673235,2018-01-14,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106732367,2018-02-13,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106754837,2018-02-23,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106873821,2018-04-06,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
106912239,2018-04-26,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106916088,2018-04-28,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe omijanie
106943559,2018-05-13,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach
106948863,2018-05-12,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106948972,2018-05-12,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
107009193,2018-06-13,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107280403,2018-09-13,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107310500,2018-09-22,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107411746,2018-10-29,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107423925,2018-11-02,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107507777,2018-12-17,WAWELSKA,GRÓJECKA,działa,Najechanie na pieszego,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Wejście na jezdnię przy czerwonym świetle
107662071,2019-01-23,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107731154,2019-02-28,WAWELSKA,GRÓJECKA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107731619,2019-02-28,WAWELSKA,GRÓJECKA,działa,Najechanie na pojazd unieruchomiony,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Inne przyczyny
107804928,2019-04-01,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107923674,2019-05-14,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe omijanie
107925483,2019-05-14,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
108048688,2019-07-18,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
108077871,2019-08-04,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
108183113,2019-09-25,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108197954,2019-10-02,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108209210,2019-10-05,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108249029,2019-10-22,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
108330427,2019-11-18,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108501759,2019-12-18,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe cofanie
108512852,2019-12-24,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108602000,2020-01-25,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108672290,2020-02-15,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
108740076,2020-03-04,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
108740347,2020-03-05,WAWELSKA,GRÓJECKA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109067658,2020-05-23,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
109320980,2020-08-01,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
109387285,2020-09-05,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109433495,2020-09-30,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109537653,2020-11-14,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109942644,2021-02-22,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
110055355,2021-03-15,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110153185,2021-04-29,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110160777,2021-05-03,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110186789,2021-05-17,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110221382,2021-05-30,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
110293335,2021-06-25,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110377868,2021-08-05,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110932890,2021-09-29,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Inne przyczyny
113514349,2021-11-11,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe skręcanie
116745246,2021-12-27,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
120332646,2022-02-14,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120343527,2022-02-15,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120357758,2022-02-22,WAWELSKA,GRÓJECKA,działa,Najechanie na pieszego,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych
120396694,2022-03-12,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120748435,2022-06-04,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
120822327,2022-06-21,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga nieoświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
123880138,2022-11-10,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125258834,2023-04-16,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
125570794,2023-06-16,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
125732914,2023-10-07,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125881362,2024-01-12,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
125953814,2024-02-27,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
125999688,2024-03-29,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126145747,2024-05-12,WAWELSKA,GRÓJECKA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126245637,2024-07-05,WAWELSKA,GRÓJECKA,działa,Inne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Inne przyczyny
126261513,2024-07-20,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe skręcanie
126283933,2024-08-07,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
126288392,2024-08-07,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Niedostosowanie prędkości do warunków ruchu
126298139,2024-08-19,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
126314513,2024-09-04,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126338101,2024-09-20,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126339365,2024-09-20,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
126402152,2024-10-07,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe omijanie
126796420,2025-01-14,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126830968,2025-02-10,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126954405,2025-05-18,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126962392,2025-05-23,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
127217965,2025-11-22,WAWELSKA,GRÓJECKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,WAWELSKA / GRÓJECKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
