id;data;ulica_1;ulica_2;sygnalizacja;rodzaj_zdarzenia;warunki_oswietleniowe;warunki_pogodowe;rodzaj_drogi;ograniczenie_predkosci [km/h];typ_nawierzchni;stan_nawierzchni;oznakowanie_poziome;rodzaj_skrzyzowania;teren_zabudowany;skrzyzowanie;teren_zabudowany_bin;nawierzchnia_twarda_bin;znaki_poziome_bin
126768866;19.12.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126840410;18.02.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126854556;03.03.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126861931;11.03.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126888789;25.03.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126896828;03.04.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126947443;14.05.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Opady deszczu;Jednojezdniowa dwukierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
127073030;07.08.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
127255981;16.12.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
127264683;22.12.2025;PROSTA;TOWAROWA;dzia艂a;Inne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106663812;08.01.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106758744;23.02.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106776003;01.03.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106782015;07.03.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w czo艂owe;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106783404;01.03.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106829192;29.03.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Opady deszczu;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
106873207;06.04.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107002322;12.06.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107071822;27.06.2018;PROSTA;TOWAROWA;brak;Najechanie na pieszego;艢wiat艂o dzienne;Pochmurno;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107107456;17.07.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107109594;18.07.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Ekspresowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107118120;22.07.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107241681;29.08.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107326931;30.09.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107391885;20.10.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Pochmurno;Jednokierunkowa;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107397856;24.10.2018;PROSTA;TOWAROWA;brak;Zderzenie pojazd贸w tylne;艢wit, zmrok;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107425284;05.11.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107482396;06.12.2018;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107632579;14.01.2019;PROSTA;TOWAROWA;dzia艂a;Najechanie na pojazd unieruchomiony;Noc - droga o艣wietlona;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107695570;12.02.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107767094;18.03.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107911896;07.05.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107969056;06.06.2019;PROSTA;TOWAROWA;dzia艂a;Zdarzenie z pasa偶erem;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
107978270;26.04.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108001931;22.06.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108039610;14.07.2019;PROSTA;TOWAROWA;dzia艂a;Najechanie na pieszego;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108088490;09.08.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108090712;01.08.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108118505;25.08.2019;PROSTA;TOWAROWA;brak;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108147444;10.09.2019;PROSTA;TOWAROWA;dzia艂a;Najechanie na pieszego;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108182024;25.09.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Opady deszczu;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108182851;25.09.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108270832;30.10.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108292835;04.11.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108345778;21.11.2019;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
108720706;24.02.2020;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
109408548;16.09.2020;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;60;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
109460443;12.10.2020;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
109488998;25.10.2020;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
109537171;14.11.2020;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;R贸wnorz臋dne;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
109668006;15.12.2020;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110138239;22.04.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110145246;26.04.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110172898;10.05.2021;PROSTA;TOWAROWA;dzia艂a;Najechanie na s艂up, znak;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;60;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110194457;20.05.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110412384;16.07.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110420789;19.08.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
110540853;24.09.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
111291843;03.10.2021;PROSTA;TOWAROWA;nie dzia艂a;Zderzenie pojazd贸w czo艂owe;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
113022732;29.10.2021;PROSTA;TOWAROWA;dzia艂a;Najechanie na pieszego;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
113429975;14.11.2021;PROSTA;TOWAROWA;nie dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
113473137;17.11.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
113501826;05.11.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Opady deszczu;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
115856818;13.12.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
116717962;05.12.2021;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120368954;19.02.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120377825;30.01.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Opady deszczu;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120385028;07.03.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120410466;18.03.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120423091;19.03.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120480155;21.04.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Opady deszczu;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
120822693;20.06.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
121758092;25.08.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
121777668;02.09.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
124257123;02.12.2022;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Opady deszczu;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
125015558;22.03.2023;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
125475088;08.05.2023;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
125655868;17.08.2023;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
125684201;05.09.2023;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
125709719;21.09.2023;PROSTA;TOWAROWA;dzia艂a;Wywr贸cenie si臋 pojazdu;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126017344;11.04.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126044016;01.05.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Oblodzenie, za艣nie偶enie;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126201124;19.06.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126278387;03.08.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Opady deszczu;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126289490;12.08.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126345976;27.09.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126402188;05.10.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126725338;18.11.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Jednokierunkowa;50;Twarda;Mokra;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126732518;23.11.2024;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
126933726;04.05.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
127013691;25.06.2025;PROSTA;TOWAROWA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;O ruchu okr臋偶nym;Obszar zabudowany;PROSTA / TOWAROWA;1;1;1
